,label,tweet
6871,fear,Saya merasa bahwa dasar-dasar iman saya telah terguncang sampai ke intinya
6872,fear,Saya merasa bahwa dia benar-benar malu dengan perasaannya karena ketika dia berbicara tentang bagaimana perasaannya apa yang terjadi selama perjalanan dia benar-benar gugup dan saya menghargai upaya untuk mengatakan semua itu
6873,fear,Saya merasa bahwa dia harus mengubah dirinya sendiri dan saya terlalu malu untuk berbicara untuknya kecuali dalam gumaman bawah tanah
6874,fear,Saya merasa bahwa guru pembimbing saya kewalahan dan mungkin memiliki terlalu banyak siswa
6875,fear,Saya merasa bahwa ketidakpastian harus menjadi komunikator yang lebih baik
6876,fear,Saya merasa bahwa mereka rentan dalam pemilihan mendatang mengingat kinerja mereka
6877,fear,Saya merasa bahwa Noleans mungkin kekurangan banyak seni DIY dan hal-hal musik yang id pergi agak neurotik wihtout
6878,fear,Saya merasa bahwa saya semakin pemalu akhir-akhir ini
6879,fear,Saya merasa begitu karena saya merasa enggan
6880,fear,"Saya merasa benar-benar kewalahan, saya memiliki dua strategi yang membantu saya merasa membumi: mencurahkan hati saya dalam jurnal saya dalam bentuk surat kepada Tuhan, dan kemudian diakhiri dengan daftar lima hal yang paling saya syukuri;"
6881,fear,Saya merasa benar-benar terguncang
6882,fear,Saya merasa benar-benar tidak berdaya untuk melakukan apa pun untuk membantu mereka yang terkena dampak tornado yang telah terjadi
6883,fear,Saya merasa bermanifestasi dengan cara yang aneh
6884,fear,Saya merasa bingung
6885,fear,Saya merasa bingung dengan hidup saya dan ingin tahu mengapa hidup saya
6886,fear,"Saya merasa bingung ini, saya bersyukur bahwa cuaca membaik begitu banyak"
6887,fear,Saya merasa bingung setelah itu
6888,fear,Saya merasa bingung tentang kehidupan sebagai remaja atau letih seperti pria berusia satu tahun
6889,fear,Saya merasa cemas bahwa saya tidak keluar menonton pertandingan penting ini bahwa saya menghindari bar karena bajingan yang menghancurkan hati saya dan bahwa saya kehilangan bertemu anak laki-laki lucu
6890,fear,Saya merasa cemas dan khawatir kalau-kalau saya tidak mengerti masalah pelanggan
6891,fear,Saya merasa cemas seperti yang biasanya saya lakukan di sekitar waktu malam ini
6892,fear,Saya merasa cemas tentang pekerjaan rumah yoga saya
6893,fear,Saya merasa cemas tentang peristiwa atau kegiatan yang akan datang yang akan membutuhkan energi fisik yang mungkin tidak saya miliki atau peristiwa emosional yang akan membutuhkan energi emosional Saya melihat ke orang tua dan orang dewasa saya untuk mengambil alih
6894,fear,Saya merasa cemas untuk diri saya sendiri saat kebenaran saya merasa agak seperti harimau di kandang ketika datang ke pengujian
6895,fear,"Saya merasa cemas, tidak yakin apa yang harus dilakukan dengan diri saya sendiri;"
6896,fear,Saya merasa cemburu ketika Anda saya merasa tidak aman ketika
6897,fear,Saya merasa cinta yang tegang harus menunjukkan satu hal yang sangat benar
6898,fear,Saya merasa cukup khawatir tentang wig saya karena saya merasa bahwa itu tidak sepenuh yang saya harapkan namun saya memperhitungkan model saya rambut panjang yang indah
6899,fear,Saya merasa cukup tidak yakin tentang banyak hal saat ini
6900,fear,Saya merasa curiga dengan produk kecantikan pencegah kerut karena suatu alasan
6901,fear,Saya merasa curiga jika tidak ada orang di luar seperti pengangkatan telah terjadi atau sesuatu
6902,fear,Saya merasa curiga ketika saya melihat penggunaan kredensial yang berlebihan ini
6903,fear,Saya merasa curiga lj memotong kecurigaan teks
6904,fear,Saya merasa curiga saya mengintip komputer
6905,fear,Saya merasa curiga sepanjang hari
6906,fear,Saya merasa curiga terhadap benda-benda mati dan seolah-olah rumah saya sebenarnya adalah set drama atau film atau semacam model itu sendiri dan bagaimana saya bisa berada di sini dan mengapa karpet itu menatap saya seperti itu
6907,fear,Saya merasa curiga tetapi saya tidak bisa berjalan dengan cara yang saya sukai saya selalu punya sesuatu untuk pemain sepak bola yang saya tahu saya pernah menjadi m
6908,fear,Saya merasa dia menjadi takut memikirkan bahwa saya menempatkan kaki terbaik saya ke depan
6909,fear,"Saya merasa dia panik mengendalikan pesannya, waspada terhadap bacaan orang lain, takut akan makna apa yang mungkin mereka temukan dan atau ciptakan dalam penampilannya;"
6910,fear,Saya merasa diracuni dan disiksa oleh ruangan ini
6911,fear,Saya merasa diri saya sangat ragu-ragu tentang bagaimana saya melihat kehidupan kerja saya bermain
6912,fear,Saya merasa diri saya tidak yakin tentang langkah selanjutnya yang harus diambil
6913,fear,Saya merasa diserang anak baru merengek
6914,fear,Saya merasa diserang ketika saya mendengar iklan radio
6915,fear,"Saya merasa enggan berbicara tentang diri saya dan situasi saya saat ini kepada Anda karena saya tidak tahu bagaimana perasaan Anda, tetapi saya kira penting bagi Anda untuk mengetahui semua tentang saya dan situasi yang saya hadapi sehingga kita akan tahu apakah kita bisa melangkah lebih jauh"
6916,fear,Saya merasa enggan melamar di sana karena saya ingin dapat menemukan perusahaan di mana saya mengenal setidaknya satu orang
6917,fear,Saya merasa enggan meninggalkannya sendirian seperti itu tanpa cukup membantunya untuk membalas kebaikannya kepada saya
6918,fear,Saya merasa enggan untuk berbagi karena pengalaman saya terasa tidak lengkap terutama sekarang karena ide-ide saya sedang berubah
6919,fear,Saya merasa enggan untuk berbicara tentang masalah yang begitu mendesak terutama karena seseorang tidak dapat membuat terlalu banyak perbedaan tentang hal itu secara individu tetapi apa yang dapat saya lakukan adalah menyebarkan berita
6920,fear,Saya merasa enggan untuk bergabung dengan perjalanan kelas ke Beijing
6921,fear,Saya merasa enggan untuk memberikan film ini sejumlah bintang dari
6922,fear,Saya merasa enggan untuk menjual tapi hei
6923,fear,Saya merasa enggan untuk pergi
6924,fear,Saya merasa enggan untuk terus berjalan dan menarik Focalors Sigil dengan dupa opium hitam di dinding dengan meraih bagian kayu dan menarik bagian dupa sedikit ke belakang dan membiarkannya menabrak dinding meninggalkan garis bubuk hitam dan bermeditasi
6925,fear,Saya merasa gelisah akhir-akhir ini
6926,fear,Saya merasa gelisah atau dikenal sebagai tidak berguna atau malas ketika saya mengambil istirahat panjang dari menulis
6927,fear,Saya merasa gelisah dan gelisah dan seperti saya baru saja makan sebotol pil kafein
6928,fear,Saya merasa gelisah dan tidak cukup membumi
6929,fear,Saya merasa gelisah di dalam dan saya tidak mengerti mengapa
6930,fear,Saya merasa gelisah ketika saya melangkah ke dapur untuk menyiapkan makanan manis renyah ini
6931,fear,Saya merasa gelisah memikirkan ibunya dan MSG yang seharusnya disembunyikan
6932,fear,Saya merasa gelisah saat itu
6933,fear,Saya merasa gelisah saya menjadi mudah kewalahan
6934,fear,Saya merasa gelisah untuk beberapa alasan hari ini
6935,fear,"Saya merasa gelisah, katanya, dan kami melanjutkan ke sudut Main dan Hastings di mana kami melihat tiga atau empat polisi di tengah-tengah pencopotan dan teman saya yang memiliki gangguan kecemasan bersikeras kami naik bus yang salah hanya untuk melarikan diri"
6936,fear,"Saya merasa gelisah, kesal, dan saya melihat merasakan kegelapan di mana-mana;"
6937,fear,"Saya merasa gelisah, tidak ada orang di rumah, dan di luar cerah"
6938,fear,Saya merasa gemetar dan lemah
6939,fear,"Saya merasa gemetar, pusing dan perut saya mulai sakit jika saya melewatkan makan;"
6940,fear,Saya merasa gempa bumi juga mengguncang fondasi hidup dan pekerjaan saya
6941,fear,Saya merasa gugup hanya berjalan di luar
6942,fear,Saya merasa gugup ketika ada yang terlalu dekat
6943,fear,Saya merasa gugup ketika saya berpikir untuk pergi ke Australia meskipun saya merasa keluar pada saat yang sama
6944,fear,Saya merasa gugup mencoba sesuatu yang baru selama pelajaran atau jika kuda saya menggigil pada sesuatu
6945,fear,Saya merasa gugup tetapi dia memegang kendali segera
6946,fear,Saya merasa gugup untuk hyena kami
6947,fear,Saya merasa gugup untuk kembali ke Amerika tanpa tahu seperti apa transisi yang diharapkan
6948,fear,Saya merasa gugup yakin sama seperti orang lain akan berada di posisi saya
6949,fear,"Saya merasa gugup, saya tidak merasa sangat percaya diri bahwa saya memilikinya sampai saya memiliki trofi"
6950,fear,"Saya merasa gugup, tangan saya terasa gemetar, jantung saya berdebar kencang"
6951,fear,Saya merasa hari ini adalah indikasi minggu depan yang diragukan bahwa akan ada banyak energi yang tersisa untuk lebih dari pesta Malam Tahun Baru yang sederhana
6952,fear,Saya merasa hari ini saya merasa sedikit kewalahan
6953,fear,Saya merasa hati saya gemetar sepanjang waktu sekarang
6954,fear,"Saya merasa hidup saya terancam oleh penyakit, saya kehilangan akal"
6955,fear,Saya merasa hubungan saya dengan Kristus telah goyah
6956,fear,Saya merasa ikatan aneh dengan tempat tidur saya dan Wardrode telah menggunakan keduanya sedikit lebih dari satu dekade
6957,fear,Saya merasa ini adalah balapan tonggak sejarah dan saya telah mengguncang perasaan pemula
6958,fear,Saya merasa ini diragukan
6959,fear,Saya merasa itu akan membuat orang yang terkejut tertawa dan berpikir itu akan menjadi hadiah Idul Fitri yang bagus
6960,fear,Saya merasa kasihan kepada mereka dan memahami mengapa mereka merasa tidak aman
6961,fear,Saya merasa ketika mereka tertekan di malam hari mungkin lebih dari empati
6962,fear,Saya merasa kewalahan atau sedikit biru biasanya sekitar waktu itu dalam sebulan tetapi saya mengelola perasaan itu dengan baik
6963,fear,Saya merasa kewalahan dengan cara yang baik
6964,fear,Saya merasa kewalahan dengan kegembiraan dan kecemasan ketika saya mempersiapkan penerbangan saya ke Florence dalam beberapa jam
6965,fear,Saya merasa kewalahan ketika saya memikirkan sebuah negara yang menderita
6966,fear,Saya merasa kewalahan mereka mungkin mengatakan perut saya sakit atau kepala saya sakit
6967,fear,Saya merasa kewalahan oleh kasih karunia Allah
6968,fear,"Saya merasa kewalahan, stres dan tertekan di dalam, sesuatu yang ajaib terjadi ketika saya melepas sepatu saya dan berjalan-jalan di taman atau di pantai;"
6969,fear,Saya merasa khawatir dan bertanya-tanya apakah tanda yang saya buat di masa lalu masih ada
6970,fear,Saya merasa khawatir sebelum bertemu seseorang yang baru terutama dalam situasi kelompok tetapi saya hanya mendaftar untuk semua yang saya bisa dan berharap bahwa saya akan menemukan keberanian untuk melakukannya pada saat itu datang dan saya selalu sejauh ini
6971,fear,"Saya merasa khawatir tentang hidup saya sebagai seorang siswa, saya merasa seperti saya tidak bisa berhasil, tidak akan berhasil, tidak akan pernah berhasil, tidak akan pernah berhasil;"
6972,fear,Saya merasa khawatir tentang langkah ini dan khawatir saya telah menghabiskan semua uang saya yang dimaksudkan untuk membayar rego saya
6973,fear,Saya merasa khawatir tentang perjalanan di depan
6974,fear,Saya merasa khawatir tentang perjalanan saya karena saya akan menggunakan transportasi umum sepanjang jalan
6975,fear,Saya merasa kita seharusnya tidak terancam oleh gagasan peduli dan harus peduli jauh lebih sering
6976,fear,Saya merasa kuat itu bisa membantu orang dan melakukan apa yang saya tidak yakin tetapi tidak di AS
6977,fear,Saya merasa kuat tentang atau garis yang ingin saya tarik di pasir sehingga untuk berbicara saya tidak perlu takut terutama pada titik ini untuk mengemukakan bagaimana perasaan saya tentang apa kesimpulan saya harus diperlukan dll
6978,fear,Saya merasa kurang terancam oleh dunia
6979,fear,Saya merasa kurang terintimidasi dengannya di sini untuk membantu
6980,fear,Saya merasa kurang tertekan untuk memeriksa ponsel saya dan saya mendapatkan ruang yang lebih baik untuk berkonsentrasi pada apa yang lebih penting dalam hidup
6981,fear,Saya merasa lebih cemas daripada yang saya miliki dalam beberapa waktu sebenarnya
6982,fear,Saya merasa lebih dari sedikit khawatir ketika saya bepergian dengan paspor darurat yang disediakan oleh konsulat Inggris di Los Angeles seminggu yang lalu
6983,fear,"Saya merasa lebih jelek dan lebih aneh, cacat dan tampak canggung daripada yang sudah saya rasakan"
6984,fear,Saya merasa lebih membumi dan kurang takut
6985,fear,Saya merasa lebih rentan
6986,fear,Saya merasa lebih rentan dan lebih berhubungan dengan hati saya dengan membuat pilihan yang lebih baik untuk diri saya dan keluarga saya dan kurang khawatir tentang menyenangkan orang lain
6987,fear,Saya merasa lebih takut daripada pelanggan akan berada di labirin saya
6988,fear,"Saya merasa lebih terkendali dan kurang takut tentang sakit kepala dan serangan migrain saya, layanan yang sangat baik"
6989,fear,Saya merasa lemah karena mengeluh tentang mengambil kredit semester ini karena saya tahu orang-orang yang mengambil kredit secara teratur tetapi bung ini menyebalkan
6990,fear,Saya merasa malu
6991,fear,Saya merasa malu berbagi terlalu banyak tentang hal itu sekarang seperti burung halus yang belum terbang
6992,fear,Saya merasa malu dan saya takut menjaga sudut pandang saya
6993,fear,Saya merasa malu dengan bahasa Inggris saya yang rusak
6994,fear,Saya merasa malu di bawah pengawasan menggodanya
6995,fear,"Saya merasa malu mendiskusikannya, saya seorang gamer lemari jika Anda mau, namun jutaan orang dari seluruh dunia melakukan hal yang sama"
6996,fear,Saya merasa malu pada kenyataan bahwa saya menyukai benda-benda mati ini
6997,fear,Saya merasa malu padanya sepanjang waktu
6998,fear,Saya merasa malu-malu enam kali lain enam puluh enam bijaksana
6999,fear,Saya merasa menjadi bagian dari keluarga alam semesta daripada takut akan hal itu
7000,fear,Saya merasa namun Anda masih ragu untuk memberi tahu saya
7001,fear,Saya merasa obat-obatan saya tidak berfungsi dengan benar dan aneh
7002,fear,Saya merasa Oilers ragu-ragu untuk mengandalkannya lagi setelah dia melewatkan begitu banyak waktu setahun yang lalu
7003,fear,Saya merasa orang-orang berpikir saya ragu-ragu dan kekanak-kanakan yang tidak sepenuhnya benar tidak sampai pada tingkat yang saya tunjukkan
7004,fear,Saya merasa orang-orang takut pada saya atau menyerah pada saya
7005,fear,Saya merasa paling khawatir tentang setiap minggu mungkin karena itu adalah salah satu yang paling mungkin untuk menunjukkan kekurangan saya sebagai pelari
7006,fear,Saya merasa paling tidak yakin tentang proyek ini
7007,fear,Saya merasa paranoid bahwa setiap kali saya masuk ke Facebook atau menghadiri gereja bahwa saya akan mengetahui teman lain sedang hamil
7008,fear,Saya merasa paranoid karena tidak ada yang mengatakan apa-apa
7009,fear,Saya merasa paranoid ketika saya memakai riasan
7010,fear,Saya merasa paranoid malam ini jadi saya harus memeriksa statistik blog saya
7011,fear,Saya merasa paranoid memikirkannya hanya dengan melihat ke luar jendela dan merasakan insomnia saya merayap pada saya
7012,fear,Saya merasa paranoid seperti kami baru saja melangkah ke klub pribadi di mana semua orang saling mengenal dan kami menonjol seperti nudis di konvensi jas
7013,fear,"Saya merasa paranoid tetapi setidaknya sekarang saya merasa nyaman dengan DD dia adalah satu-satunya orang yang dapat saya ajak bicara dan tidak merasa berbohong omong kosong total di sekitar dia adalah orang yang paling baik, paling baik, paling peduli yang pernah saya temui dan saya tidak berpikir bahwa saya akan pernah menemukan orang sebesar dia dalam hidup saya"
7014,fear,Saya merasa pasti ada lebih banyak kehidupan daripada ini dan saya khawatir tidak ada
7015,fear,Saya merasa pembaca akan bingung karena memantul dan menggunakan referensi dari periode waktu paling awal yang seperti fajar waktu sampai sekarang
7016,fear,Saya merasa perawat itu enggan tahu harus mulai dari mana tetapi optimis bahwa kita dapat melakukan satu hal untuk membantu
7017,fear,Saya merasa putus asa dan hancur
7018,fear,Saya merasa putus asa seperti biasa
7019,fear,Saya merasa ragu bahwa metode nutrisi saja akan menyelesaikan masalah
7020,fear,Saya merasa ragu dan sedih tentang hubungan yang saya miliki dengan pria ini
7021,fear,Saya merasa ragu karena saya tidak ingin menaruh terlalu banyak stok dalam kemungkinan bahwa mungkin hari ini menandai akhir dari tahun yang sulit dan awal dari satu yang mungkin lebih baik
7022,fear,Saya merasa ragu tetapi sekali lagi saya bisa salah
7023,fear,Saya merasa ragu untuk berkomentar karena saya tidak ingin menambah tumpukan tetapi tampaknya jelas bagi saya bahwa mereka yang terlibat belum belajar dari pengalaman masa lalu mereka juga tidak tertarik untuk menerapkan pembelajaran itu ke proyek-proyek masa depan
7024,fear,Saya merasa ragu untuk melakukannya karena saya tidak memiliki pengalaman dengan pemrograman dan semuanya
7025,fear,Saya merasa ragu untuk meletakkan kata-kata di halaman ini merasa seperti setiap kali saya menekan tombol saya tergoda nasib untuk mengambil ini dari saya
7026,fear,Saya merasa ragu untuk membagikan sesuatu yang saya ketahui dan telah alami secara pribadi yang dapat menawarkan harapan amp kehidupan kekal
7027,fear,Saya merasa ragu untuk membicarakan hal ini
7028,fear,Saya merasa ragu untuk mengatakan yang sebenarnya kepada mereka tentang meninggalkan rumah untuk mendapatkan mainan itu
7029,fear,"Saya merasa ragu, bahkan ketika saya sedikit bergumul dengan iman saya, bahkan ketika saat-saat tampak gelap atau saya merasa sendirian, saya tahu bahwa Allah beserta saya"
7030,fear,"Saya merasa ragu, bingung, tersesat dan apa yang tidak"
7031,fear,Saya merasa ragu-ragu apakah saya merasa buku Huckleberry Finn harus disensor atau tidak
7032,fear,Saya merasa ragu-ragu di sekitarnya
7033,fear,Saya merasa ragu-ragu sekarang melakukan ini sendirian tetapi saya berusaha untuk tetap optimis
7034,fear,Saya merasa ragu-ragu tentang apa yang ingin saya lakukan dengan sisa hidup saya
7035,fear,Saya merasa ragu-ragu tentang Baker meskipun kamar saya adalah double terkecil masih tampak besar tapi saya benci betapa kerasnya orang-orang di seberang lorong
7036,fear,"Saya merasa ragu-ragu, rasanya seperti keamanan yang biasanya saya rasakan dari merasakan tanah di bawah kaki saya tiba-tiba hilang dan saya merasa goyah dan tidak bahagia"
7037,fear,"Saya merasa ragu-ragu, tidak yakin, meragukan diri saya sendiri"
7038,fear,Saya merasa relatif ragu-ragu dan tidak terlalu lapar sampai kami berjalan melewati tempat barbeque
7039,fear,Saya merasa rendah pada titik ini dengan orang-orang yang hilang yang saya kenal dan saya cintai tetapi merasa tidak berdaya untuk melakukannya
7040,fear,Saya merasa rentan dan sendirian
7041,fear,Saya merasa rentan ketika saya sendirian bukan hanya karena saya merasa sangat tidak mampu membela diri tetapi juga karena saya bisa melahirkan kapan saja
7042,fear,Saya merasa rentan khawatir bahwa dunia penerbitan tidak menyukai cerita saya dan tidak akan menyukai yang berikutnya jika saya menulisnya
7043,fear,Saya merasa rentan namun sangat terbebaskan
7044,fear,"Saya merasa rentan, seperti yang saya lakukan sangat banyak kemarin, saya tidak bisa mengatakan bahwa saya merasakan harga diri yang kuat, tetapi mungkin menurut Brown saya bisa menjadi lebih baik dalam menerima aspek-aspek diri saya yang rentan dan tidak sempurna"
7045,fear,Saya merasa sangat aneh dan terus terang buruk tentang betapa tidak sedihnya saya
7046,fear,Saya merasa sangat aneh dengan bahasa Inggris sekarang
7047,fear,Saya merasa sangat aneh tanpa poni saya dan kadang-kadang saya hanya ingin memotong rambut saya
7048,fear,Saya merasa sangat aneh tentang hal itu mengingat apa yang teman-teman dan kolega saya di NYC dan New Jersey alami tetapi itu hanya kenyataan
7049,fear,Saya merasa sangat bingung dan bla
7050,fear,Saya merasa sangat bingung dan tidak bisa menahan diri untuk menggali sedikit lagi
7051,fear,Saya merasa sangat cemas
7052,fear,Saya merasa sangat cemas
7053,fear,Saya merasa sangat cemas dan frustrasi sekarang
7054,fear,"Saya merasa sangat cemas dan kewalahan sebagai teman yang dicatat dengan benar, mungkin karena saya berada di atas kapal bersama ibu, nenek, dan bibi buyut saya, dan tidak ada tempat untuk melarikan diri kecuali Laut Baltik yang sangat dingin;"
7055,fear,Saya merasa sangat cemas dan mual dan lelah tetapi juga sangat gembira sehingga beberapa malam hanya yang bisa saya lakukan untuk merangkak ke tempat tidur
7056,fear,Saya merasa sangat cemas secara sosial di sekitar wanita-wanita ini
7057,fear,Saya merasa sangat cemas tentang itu semua
7058,fear,Saya merasa sangat cemas tentang pergi ke terapi w
7059,fear,Saya merasa sangat curiga terhadap mereka semua
7060,fear,Saya merasa sangat enggan berbicara tentang kematian
7061,fear,Saya merasa sangat enggan harus berjalan melewatinya
7062,fear,"Saya merasa sangat enggan sepanjang hari hari ini, satu-satunya hal yang ingin saya lakukan hanyalah menempelkan pantat saya di bangku, tanah, berbicara dari hati ke hati dengan favorit saya, menatap ke luar angkasa, dan tidak ada apa-apa;"
7063,fear,Saya merasa sangat enggan tentang para pemain bahkan menemukan perpustakaan atau orang bijak untuk mengidentifikasi hal-hal untuk mereka
7064,fear,Saya merasa sangat enggan untuk blog selama waktu luang saya bahkan ketika HP saya dicolokkan ke laptop saya untuk pengisian daya sehingga mudah untuk mengunggah foto secara online
7065,fear,Saya merasa sangat enggan untuk pergi ke sekolah besok meskipun hari Senin dan jadwalnya cukup bagus
7066,fear,Saya merasa sangat gelisah
7067,fear,Saya merasa sangat gelisah
7068,fear,Saya merasa sangat gelisah di rumah akhir-akhir ini mungkin karena saya telah terkurung di sekolah dan rumah terlalu lama
7069,fear,Saya merasa sangat gelisah hanya duduk di sini
7070,fear,Saya merasa sangat gelisah hari ini
7071,fear,Saya merasa sangat gelisah sekarang saat mengetik ini
7072,fear,Saya merasa sangat gelisah setelah pulang dari China
7073,fear,Saya merasa sangat gelisah tentang ini
7074,fear,"Saya merasa sangat gelisah, mudah tersinggung dan tidak puas"
7075,fear,Saya merasa sangat gemetar
7076,fear,"Saya merasa sangat gemetar dan lemah dan pusing mulai dari kemarin dan pagi ini ketika saya bangun saya tidak bisa bernapas dengan benar tidak peduli berapa banyak napas dalam-dalam yang saya ambil, saya hanya merasa tidak ada cukup oksigen yang masuk"
7077,fear,Saya merasa sangat gemetar hari ini
7078,fear,Saya merasa sangat goyah dan sedih
7079,fear,Saya merasa sangat gugup
7080,fear,Saya merasa sangat gugup berada di sekitar orang-orang bersama seseorang
7081,fear,"Saya merasa sangat gugup kehilangannya, saya mencetak file di atas kertas sebagai keamanan akhir"
7082,fear,Saya merasa sangat gugup untuk mereka
7083,fear,"Saya merasa sangat gugup, cemas, dan saya tidak tahu mengapa;"
7084,fear,Saya merasa sangat ketakutan dan bergegas ke kelas saya di mana teman-teman saya bermain dan bercanda
7085,fear,"Saya merasa sangat ketakutan, penuh energi gugup;"
7086,fear,"Saya merasa sangat ketakutan, tidak dewasa, dan tidak siap"
7087,fear,Saya merasa sangat kewalahan akhir-akhir ini
7088,fear,Saya merasa sangat kewalahan dengan tugas-tugas biasa ini
7089,fear,Saya merasa sangat kewalahan tentang apa yang akan saya lakukan untuk memindahkan barang-barang dari rumah yang saya jual di Maryland
7090,fear,"Saya merasa sangat kewalahan, jantung saya berdetak kencang, saya pergi secepat yang saya bisa, dan ketika suami saya menelepon untuk melihat bagaimana keadaan saya, saya retak"
7091,fear,Saya merasa sangat khawatir
7092,fear,Saya merasa sangat khawatir dengan prospek bertemu Jenderal Jackson sebagai presiden
7093,fear,Saya merasa sangat khawatir tentang masa depan saat ini
7094,fear,Saya merasa sangat khawatir untuk kembali
7095,fear,Saya merasa sangat lemah di dalamnya
7096,fear,Saya merasa sangat lemah jadi saya mengintai pengumpan burung saya
7097,fear,Saya merasa sangat neurotik kadang-kadang karena biasanya bahkan jika saya tahu kita tidak memiliki sesuatu dll
7098,fear,"Saya merasa sangat panik, saya tahu saya harus menemukan James di sana juga"
7099,fear,"Saya merasa sangat paranoid dan mencoba menutupi uang tunai dan melindungi barang-barang saya, rasanya seperti saya melakukan sesuatu yang seharusnya tidak saya lakukan seperti pencucian uang atau semacamnya"
7100,fear,Saya merasa sangat paranoid dan saya benar-benar akan mengurangi jam dan frekuensi saya memakai lensa kontak
7101,fear,Saya merasa sangat paranoid sehingga saya tidak ingin merasa seperti yang saya lakukan saat itu lagi
7102,fear,Saya merasa sangat putus asa dan sedih
7103,fear,Saya merasa sangat putus asa dan tersesat berada di sana
7104,fear,Saya merasa sangat putus asa malam ini
7105,fear,Saya merasa sangat putus asa secara emosional dan tidak dapat berkonsentrasi
7106,fear,Saya merasa sangat putus asa sekarang
7107,fear,Saya merasa sangat ragu tentang diri saya sejak saya mengambil pekerjaan ini
7108,fear,Saya merasa sangat ragu untuk mempostingnya
7109,fear,Saya merasa sangat ragu untuk mengatakan sesuatu yang positif mencoba menahan napas untuk berbicara karena semua ini tidak terlalu penting sampai saya tahu bahwa Shaun telah lulus DLPT
7110,fear,Saya merasa sangat ragu untuk menghubunginya
7111,fear,Saya merasa sangat ragu-ragu dan bla
7112,fear,Saya merasa sangat ragu-ragu pagi ini ketika saya mulai berpikir tentang apa yang ingin saya lakukan untuk memompa jantung saya
7113,fear,"Saya merasa sangat ragu-ragu, impulsif, hanya dalam"
7114,fear,Saya merasa sangat rentan
7115,fear,Saya merasa sangat rentan berbagi hal-hal yang saya tulis tetapi saya tetap menekan tombol publikasikan
7116,fear,"Saya merasa sangat rentan dengannya, saya mengatakan kepadanya terlalu banyak, saya terlalu jujur dan saya membencinya"
7117,fear,Saya merasa sangat rentan diperlakukan sebagai warga negara kelas dua
7118,fear,Saya merasa sangat rentan namun begitu protektif terhadapnya
7119,fear,"Saya merasa sangat rentan sehingga saya perlu mengenakan topeng untuk pergi ke dunia atau jika keinginan saya disebabkan oleh kebutuhan untuk mengalihkan perhatian atau menutupi kelemahan, saya mungkin harus menggunakan waktu saya dengan lebih konstruktif daripada mencoba terlihat cantik"
7120,fear,"Saya merasa sangat rentan terhadap kritik seperti jika makan siang saya bau atau jika seseorang mengomentari apa yang saya makan, saya memiliki perasaan malu ini"
7121,fear,Saya merasa sangat sakit menonton dan merasa tidak berdaya
7122,fear,Saya merasa sangat sedih menyadari bahwa saya telah menjalani hidup seperti ini tetapi ini adalah perayaan yang sekarang saya tidak lagi harus mengeras untuk menyembunyikan bahwa saya takut dari diri saya sendiri dan orang lain
7123,fear,Saya merasa sangat takut bahwa segala sesuatunya tidak akan berjalan seperti yang saya inginkan dengan mantan saya
7124,fear,Saya merasa sangat takut dengan keseimbangan kehidupan kerja saya jika saya mulai bekerja untuk Ken lagi
7125,fear,Saya merasa sangat takut mengecewakan semua orang baik yang cukup baik untuk mendukung pekerjaan saya
7126,fear,Saya merasa sangat takut padanya
7127,fear,Saya merasa sangat takut sehingga saya hanya ingin mendokumentasikan perasaan saya
7128,fear,Saya merasa sangat tegang di sekitar keluarga saya
7129,fear,Saya merasa sangat tegang tentang hal itu karena saya tahu Anda membencinya dan terus-menerus mencoba untuk melihat sekilas TV di jendela dan mendengarkannya
7130,fear,Saya merasa sangat terguncang dan bersalah karena tidak menjadi ibu yang lebih baik dan melindungi anak-anak saya dari masalah kesehatan ini
7131,fear,Saya merasa sangat terintimidasi dan kewalahan oleh beban kerja semester ini dan saya hanya menghindari melakukan apa yang perlu saya lakukan
7132,fear,Saya merasa sangat terintimidasi sehingga saya bingung dan tidak bisa membentuk kata-kata saya bahkan dalam bahasa Inggris dengannya
7133,fear,Saya merasa sangat tersiksa
7134,fear,Saya merasa sangat tersiksa karena saya bekerja dan sering inspirasi menyerang saat saya sedang bekerja
7135,fear,Saya merasa sangat tertekan
7136,fear,Saya merasa sangat tertekan karena saya mendukung kampanye ini dan dengan senator
7137,fear,Saya merasa sangat tertekan karena saya mendukung kampanye ini dan dengan Senator Jackson mengatakan kepada CNN
7138,fear,Saya merasa sangat tertekan tentang jumlah kuda yang rahangnya macet tertutup dengan apa yang saya anggap sebagai ikat hidung yang berlebihan bersama dengan sejumlah besar logam di mulut mereka
7139,fear,Saya merasa sangat tidak aman dengan tulisan saya
7140,fear,Saya merasa sangat tidak aman ketika kami figt
7141,fear,Saya merasa sangat tidak aman tentang hubungan saya saat ini
7142,fear,Saya merasa sangat tidak aman tentang itu semua
7143,fear,Saya merasa sangat tidak berdaya karena saya tidak tahu harus berbuat apa lagi
7144,fear,Saya merasa sangat tidak berdaya tetapi terlindungi dengan baik
7145,fear,Saya merasa sangat tidak nyaman akhir-akhir ini kenaikan suhu tidak membantu dan saya telah menambahkan mulas jahat ke daftar hal-hal yang membuat saya terjaga di malam hari
7146,fear,Saya merasa sangat tidak nyaman dengan kata pahlawan
7147,fear,Saya merasa sangat tidak nyaman di sekitar orang-orang dengan sindrom Down
7148,fear,Saya merasa sangat tidak yakin apakah saya harus terus blog sama sekali atau tidak
